"term_id","termino","area","definicion_corta","definicion_tecnica","ejemplo","no_confundir_con","relaciones","nivel_confianza","fuentes","version","fecha_revision"
"PSY-02314","Historia de la psicología","Psicología General","Desarrollo cronológico de la psicología como disciplina científica","En psicología general, desarrollo cronológico de la psicología como disciplina científica. Relevante para historia de la psicología en psicología general.","Se estudia historia de la psicología como concepto fundamental de la disciplina.","","","alto","Myers (2022). Psychology.","2.0.0","2026-03-29"
"PSY-02315","Estructuralismo psicológico","Psicología General","Primera escuela que estudió la conciencia mediante introspección","En psicología general, primera escuela que estudió la conciencia mediante introspección. Relevante para estructuralismo psicológico en psicología general.","Se estudia estructuralismo psicológico como concepto fundamental de la disciplina.","","","alto","Myers (2022). Psychology.","2.0.0","2026-03-29"
"PSY-02316","Funcionalismo psicológico","Psicología General","Escuela centrada en las funciones adaptativas de la mente","En psicología general, escuela centrada en las funciones adaptativas de la mente. Relevante para funcionalismo psicológico en psicología general.","Se estudia funcionalismo psicológico como concepto fundamental de la disciplina.","","","alto","Myers (2022). Psychology.","2.0.0","2026-03-29"
"PSY-02317","Conductismo","Psicología General","Escuela que limitó la psicología al estudio de la conducta observable","En psicología general, escuela que limitó la psicología al estudio de la conducta observable. Relevante para conductismo en psicología general.","Se estudia conductismo como concepto fundamental de la disciplina.","","","alto","Myers (2022). Psychology.","2.0.0","2026-03-29"
"PSY-02318","Conductismo radical de Skinner","Psicología General","Extensión del conductismo que incluye eventos privados como conducta","En psicología general, extensión del conductismo que incluye eventos privados como conducta. Relevante para conductismo radical de skinner en psicología general.","Se estudia conductismo radical de skinner como concepto fundamental de la disciplina.","","","alto","Myers (2022). Psychology.","2.0.0","2026-03-29"
"PSY-02319","Cognitivismo","Psicología General","Paradigma centrado en los procesos mentales de procesamiento de información","En psicología general, paradigma centrado en los procesos mentales de procesamiento de información. Relevante para cognitivismo en psicología general.","Se estudia cognitivismo como concepto fundamental de la disciplina.","","","alto","Myers (2022). Psychology.","2.0.0","2026-03-29"
"PSY-02320","Humanismo psicológico","Psicología General","Enfoque centrado en el potencial humano, la experiencia y la autorrealización","En psicología general, enfoque centrado en el potencial humano, la experiencia y la autorrealización. Relevante para humanismo psicológico en psicología general.","Se estudia humanismo psicológico como concepto fundamental de la disciplina.","","","alto","Myers (2022). Psychology.","2.0.0","2026-03-29"
"PSY-02321","Psicología de la Gestalt","Psicología General","Escuela que estudió la percepción como totalidad organizada","En psicología general, escuela que estudió la percepción como totalidad organizada. Relevante para psicología de la gestalt en psicología general.","Se estudia psicología de la gestalt como concepto fundamental de la disciplina.","","","alto","Myers (2022). Psychology.","2.0.0","2026-03-29"
"PSY-02322","Psicoanálisis freudiano","Psicología General","Teoría del inconsciente, la sexualidad y los conflictos internos","En psicología general, teoría del inconsciente, la sexualidad y los conflictos internos. Relevante para psicoanálisis freudiano en psicología general.","Se estudia psicoanálisis freudiano como concepto fundamental de la disciplina.","","","alto","Myers (2022). Psychology.","2.0.0","2026-03-29"
"PSY-02323","Psicología analítica de Jung","Psicología General","Sistema teórico basado en arquetipos e inconsciente colectivo","En psicología general, sistema teórico basado en arquetipos e inconsciente colectivo. Relevante para psicología analítica de jung en psicología general.","Se estudia psicología analítica de jung como concepto fundamental de la disciplina.","","","alto","Myers (2022). Psychology.","2.0.0","2026-03-29"
"PSY-02324","Psicología individual de Adler","Psicología General","Enfoque centrado en el sentimiento de inferioridad y la compensación","En psicología general, enfoque centrado en el sentimiento de inferioridad y la compensación. Relevante para psicología individual de adler en psicología general.","Se estudia psicología individual de adler como concepto fundamental de la disciplina.","","","alto","Myers (2022). Psychology.","2.0.0","2026-03-29"
"PSY-02325","Conexionismo","Psicología General","Modelos de cognición basados en redes neurales artificiales","En psicología general, modelos de cognición basados en redes neurales artificiales. Relevante para conexionismo en psicología general.","Se estudia conexionismo como concepto fundamental de la disciplina.","","","alto","Myers (2022). Psychology.","2.0.0","2026-03-29"
"PSY-02326","Ciencia cognitiva","Psicología General","Campo interdisciplinar que estudia la mente y sus procesos","En psicología general, campo interdisciplinar que estudia la mente y sus procesos. Relevante para ciencia cognitiva en psicología general.","Se estudia ciencia cognitiva como concepto fundamental de la disciplina.","","","alto","Myers (2022). Psychology.","2.0.0","2026-03-29"
"PSY-02327","Neurociencia cognitiva","Psicología General","Estudio de los mecanismos neurales de los procesos cognitivos","En psicología general, estudio de los mecanismos neurales de los procesos cognitivos. Relevante para neurociencia cognitiva en psicología general.","Se estudia neurociencia cognitiva como concepto fundamental de la disciplina.","","","alto","Myers (2022). Psychology.","2.0.0","2026-03-29"
"PSY-02328","Psicología computacional","Psicología General","Modelado formal de procesos psicológicos mediante algoritmos","En psicología general, modelado formal de procesos psicológicos mediante algoritmos. Relevante para psicología computacional en psicología general.","Se estudia psicología computacional como concepto fundamental de la disciplina.","","","alto","Myers (2022). Psychology.","2.0.0","2026-03-29"
"PSY-02329","Inteligencia artificial y psicología","Psicología General","Intersección entre modelos computacionales y procesos mentales humanos","En psicología general, intersección entre modelos computacionales y procesos mentales humanos. Relevante para inteligencia artificial y psicología en psicología general.","Se estudia inteligencia artificial y psicología como concepto fundamental de la disciplina.","","","alto","Myers (2022). Psychology.","2.0.0","2026-03-29"
"PSY-02330","Procesamiento del lenguaje natural","Psicología General","Modelado computacional de la comprensión y producción lingüística","En psicología general, modelado computacional de la comprensión y producción lingüística. Relevante para procesamiento del lenguaje natural en psicología general.","Se estudia procesamiento del lenguaje natural como concepto fundamental de la disciplina.","","","alto","Myers (2022). Psychology.","2.0.0","2026-03-29"
"PSY-02331","Robótica social","Psicología General","Diseño de robots que interactúan socialmente con humanos","En psicología general, diseño de robots que interactúan socialmente con humanos. Relevante para robótica social en psicología general.","Se estudia robótica social como concepto fundamental de la disciplina.","","","alto","Myers (2022). Psychology.","2.0.0","2026-03-29"
"PSY-02332","Interacción humano-computadora","Psicología General","Estudio del diseño y uso de interfaces tecnológicas","En psicología general, estudio del diseño y uso de interfaces tecnológicas. Relevante para interacción humano-computadora en psicología general.","Se estudia interacción humano-computadora como concepto fundamental de la disciplina.","","","alto","Myers (2022). Psychology.","2.0.0","2026-03-29"
"PSY-02333","Usabilidad","Psicología General","Facilidad de uso de un sistema por los usuarios","En psicología general, facilidad de uso de un sistema por los usuarios. Relevante para usabilidad en psicología general.","Se estudia usabilidad como concepto fundamental de la disciplina.","","","alto","Myers (2022). Psychology.","2.0.0","2026-03-29"
"PSY-02334","Experiencia de usuario","Psicología General","Percepción global del usuario al interactuar con un producto o servicio","En psicología general, percepción global del usuario al interactuar con un producto o servicio. Relevante para experiencia de usuario en psicología general.","Se estudia experiencia de usuario como concepto fundamental de la disciplina.","","","alto","Myers (2022). Psychology.","2.0.0","2026-03-29"
"PSY-02335","Persuasión tecnológica","Psicología General","Diseño de tecnología para influir en actitudes y conductas","En psicología general, diseño de tecnología para influir en actitudes y conductas. Relevante para persuasión tecnológica en psicología general.","Se estudia persuasión tecnológica como concepto fundamental de la disciplina.","","","alto","Myers (2022). Psychology.","2.0.0","2026-03-29"
"PSY-02336","Nomofobia como fenómeno social","Psicología General","Ansiedad generalizada por la dependencia del teléfono móvil","En psicología general, ansiedad generalizada por la dependencia del teléfono móvil. Relevante para nomofobia como fenómeno social en psicología general.","Se estudia nomofobia como fenómeno social como concepto fundamental de la disciplina.","","","alto","Myers (2022). Psychology.","2.0.0","2026-03-29"
"PSY-02337","Fatiga digital","Psicología General","Agotamiento cognitivo y emocional por uso excesivo de pantallas","En psicología general, agotamiento cognitivo y emocional por uso excesivo de pantallas. Relevante para fatiga digital en psicología general.","Se estudia fatiga digital como concepto fundamental de la disciplina.","","","alto","Myers (2022). Psychology.","2.0.0","2026-03-29"
"PSY-02338","Identidad digital","Psicología General","Representación del yo en entornos virtuales y redes sociales","En psicología general, representación del yo en entornos virtuales y redes sociales. Relevante para identidad digital en psicología general.","Se estudia identidad digital como concepto fundamental de la disciplina.","","","alto","Myers (2022). Psychology.","2.0.0","2026-03-29"
"PSY-02339","Desinhibición en línea","Psicología General","Reducción de inhibiciones en la comunicación mediada por tecnología","En psicología general, reducción de inhibiciones en la comunicación mediada por tecnología. Relevante para desinhibición en línea en psicología general.","Se estudia desinhibición en línea como concepto fundamental de la disciplina.","","","alto","Myers (2022). Psychology.","2.0.0","2026-03-29"
"PSY-02340","Efecto de la cámara de eco","Psicología General","Exposición selectiva a información que refuerza creencias existentes","En psicología general, exposición selectiva a información que refuerza creencias existentes. Relevante para efecto de la cámara de eco en psicología general.","Se estudia efecto de la cámara de eco como concepto fundamental de la disciplina.","","","alto","Myers (2022). Psychology.","2.0.0","2026-03-29"
"PSY-02341","Polarización en redes sociales","Psicología General","Radicalización de opiniones facilitada por algoritmos de contenido","En psicología general, radicalización de opiniones facilitada por algoritmos de contenido. Relevante para polarización en redes sociales en psicología general.","Se estudia polarización en redes sociales como concepto fundamental de la disciplina.","","","alto","Myers (2022). Psychology.","2.0.0","2026-03-29"
"PSY-02342","Psicología del consumidor","Psicología General","Estudio de los procesos mentales implicados en las decisiones de compra","En psicología general, estudio de los procesos mentales implicados en las decisiones de compra. Relevante para psicología del consumidor en psicología general.","Se estudia psicología del consumidor como concepto fundamental de la disciplina.","","","alto","Myers (2022). Psychology.","2.0.0","2026-03-29"
"PSY-02343","Neuromarketing","Psicología General","Aplicación de neurociencia al estudio de las respuestas del consumidor","En psicología general, aplicación de neurociencia al estudio de las respuestas del consumidor. Relevante para neuromarketing en psicología general.","Se estudia neuromarketing como concepto fundamental de la disciplina.","","","alto","Myers (2022). Psychology.","2.0.0","2026-03-29"
"PSY-02344","Efecto de escasez","Psicología General","Mayor valoración de productos percibidos como limitados o escasos","En psicología general, mayor valoración de productos percibidos como limitados o escasos. Relevante para efecto de escasez en psicología general.","Se estudia efecto de escasez como concepto fundamental de la disciplina.","","","alto","Myers (2022). Psychology.","2.0.0","2026-03-29"
"PSY-02345","Efecto de anclaje en precios","Psicología General","Influencia del primer precio visto en la valoración posterior","En psicología general, influencia del primer precio visto en la valoración posterior. Relevante para efecto de anclaje en precios en psicología general.","Se estudia efecto de anclaje en precios como concepto fundamental de la disciplina.","","","alto","Myers (2022). Psychology.","2.0.0","2026-03-29"
"PSY-02346","Teoría prospectiva","Psicología General","Modelo de Kahneman y Tversky sobre decisiones bajo incertidumbre","En psicología general, modelo de Kahneman y Tversky sobre decisiones bajo incertidumbre. Relevante para teoría prospectiva en psicología general.","Se estudia teoría prospectiva como concepto fundamental de la disciplina.","","","alto","Myers (2022). Psychology.","2.0.0","2026-03-29"
"PSY-02347","Arquitectura de decisiones","Psicología General","Diseño de contextos que influyen en las elecciones de las personas","En psicología general, diseño de contextos que influyen en las elecciones de las personas. Relevante para arquitectura de decisiones en psicología general.","Se estudia arquitectura de decisiones como concepto fundamental de la disciplina.","","","alto","Myers (2022). Psychology.","2.0.0","2026-03-29"
"PSY-02348","Nudge","Psicología General","Intervención sutil que orienta decisiones preservando la libertad de elección","En psicología general, intervención sutil que orienta decisiones preservando la libertad de elección. Relevante para nudge en psicología general.","Se estudia nudge como concepto fundamental de la disciplina.","","","alto","Myers (2022). Psychology.","2.0.0","2026-03-29"
"PSY-02349","Paternalismo libertario","Psicología General","Guiar las decisiones hacia opciones beneficiosas sin coartar la libertad","En psicología general, guiar las decisiones hacia opciones beneficiosas sin coartar la libertad. Relevante para paternalismo libertario en psicología general.","Se estudia paternalismo libertario como concepto fundamental de la disciplina.","","","alto","Myers (2022). Psychology.","2.0.0","2026-03-29"
"PSY-02350","Efecto de la opción por defecto","Psicología General","Las personas tienden a mantener la opción preseleccionada","En psicología general, las personas tienden a mantener la opción preseleccionada. Relevante para efecto de la opción por defecto en psicología general.","Se estudia efecto de la opción por defecto como concepto fundamental de la disciplina.","","","alto","Myers (2022). Psychology.","2.0.0","2026-03-29"
"PSY-02351","Fatiga de elección","Psicología General","Deterioro de la capacidad decisoria por sobrecarga de opciones","En psicología general, deterioro de la capacidad decisoria por sobrecarga de opciones. Relevante para fatiga de elección en psicología general.","Se estudia fatiga de elección como concepto fundamental de la disciplina.","","","alto","Myers (2022). Psychology.","2.0.0","2026-03-29"
"PSY-02352","Paradoja de la elección","Psicología General","Más opciones pueden generar menos satisfacción y más parálisis","En psicología general, más opciones pueden generar menos satisfacción y más parálisis. Relevante para paradoja de la elección en psicología general.","Se estudia paradoja de la elección como concepto fundamental de la disciplina.","","","alto","Myers (2022). Psychology.","2.0.0","2026-03-29"
"PSY-02353","Mediación de conflictos","Psicología Forense","Proceso estructurado de resolución de disputas con tercero neutral","En psicología forense, proceso estructurado de resolución de disputas con tercero neutral. Relevante para mediación de conflictos en psicología forense.","El psicólogo forense evalúa mediación de conflictos en el informe pericial.","","","alto","Echeburúa (2016). Evaluación Forense.","2.0.0","2026-03-29"
"PSY-02354","Intervención con menores infractores","Psicología Forense","Programas de rehabilitación para adolescentes en conflicto con la ley","En psicología forense, programas de rehabilitación para adolescentes en conflicto con la ley. Relevante para intervención con menores infractores en psicología forense.","El psicólogo forense evalúa intervención con menores infractores en el informe pericial.","","","alto","Echeburúa (2016). Evaluación Forense.","2.0.0","2026-03-29"
"PSY-02355","Evaluación de credibilidad mediante CBCA","Psicología Forense","Análisis de contenido basado en criterios para evaluar declaraciones","En psicología forense, análisis de contenido basado en criterios para evaluar declaraciones. Relevante para evaluación de credibilidad mediante cbca en psicología forense.","El psicólogo forense evalúa evaluación de credibilidad mediante cbca en el informe pericial.","","","alto","Echeburúa (2016). Evaluación Forense.","2.0.0","2026-03-29"
"PSY-02356","Protocolo de entrevista forense NICHD","Psicología Forense","Guía estructurada para entrevistar a menores en contextos legales","En psicología forense, guía estructurada para entrevistar a menores en contextos legales. Relevante para protocolo de entrevista forense nichd en psicología forense.","El psicólogo forense evalúa protocolo de entrevista forense nichd en el informe pericial.","","","alto","Echeburúa (2016). Evaluación Forense.","2.0.0","2026-03-29"
"PSY-02357","Síndrome de alienación parental","Psicología Forense","Rechazo injustificado de un menor hacia un progenitor tras la separación","En psicología forense, rechazo injustificado de un menor hacia un progenitor tras la separación. Relevante para síndrome de alienación parental en psicología forense.","El psicólogo forense evalúa síndrome de alienación parental en el informe pericial.","","","alto","Echeburúa (2016). Evaluación Forense.","2.0.0","2026-03-29"
"PSY-02358","Cibercriminalidad","Psicología Forense","Delitos cometidos mediante tecnologías digitales con impacto psicológico","En psicología forense, delitos cometidos mediante tecnologías digitales con impacto psicológico. Relevante para cibercriminalidad en psicología forense.","El psicólogo forense evalúa cibercriminalidad en el informe pericial.","","","alto","Echeburúa (2016). Evaluación Forense.","2.0.0","2026-03-29"
"PSY-02359","Grooming","Psicología Forense","Acercamiento de un adulto a un menor con fines de explotación sexual","En psicología forense, acercamiento de un adulto a un menor con fines de explotación sexual. Relevante para grooming en psicología forense.","El psicólogo forense evalúa grooming en el informe pericial.","","","alto","Echeburúa (2016). Evaluación Forense.","2.0.0","2026-03-29"
"PSY-02360","Perfilación geográfica","Psicología Forense","Análisis de la distribución espacial de delitos para localizar al autor","En psicología forense, análisis de la distribución espacial de delitos para localizar al autor. Relevante para perfilación geográfica en psicología forense.","El psicólogo forense evalúa perfilación geográfica en el informe pericial.","","","alto","Echeburúa (2016). Evaluación Forense.","2.0.0","2026-03-29"
"PSY-02361","Detección de mentiras","Psicología Forense","Evaluación de indicadores de engaño en comunicaciones verbales y no verbales","En psicología forense, evaluación de indicadores de engaño en comunicaciones verbales y no verbales. Relevante para detección de mentiras en psicología forense.","El psicólogo forense evalúa detección de mentiras en el informe pericial.","","","alto","Echeburúa (2016). Evaluación Forense.","2.0.0","2026-03-29"
"PSY-02362","Poligrafía forense","Psicología Forense","Uso del polígrafo como herramienta auxiliar en investigación criminal","En psicología forense, uso del polígrafo como herramienta auxiliar en investigación criminal. Relevante para poligrafía forense en psicología forense.","El psicólogo forense evalúa poligrafía forense en el informe pericial.","","","alto","Echeburúa (2016). Evaluación Forense.","2.0.0","2026-03-29"
"PSY-02363","Clasificación penitenciaria","Psicología Forense","Evaluación de internos para su ubicación y tratamiento en prisión","En psicología forense, evaluación de internos para su ubicación y tratamiento en prisión. Relevante para clasificación penitenciaria en psicología forense.","El psicólogo forense evalúa clasificación penitenciaria en el informe pericial.","","","alto","Echeburúa (2016). Evaluación Forense.","2.0.0","2026-03-29"
"PSY-02364","Adaptación a la reclusión","Métodos de Investigación","Proceso psicológico de ajuste a la vida en una institución carcelaria","En metodología de investigación, proceso psicológico de ajuste a la vida en una institución carcelaria. Relevante para adaptación a la reclusión en métodos de investigación.","El investigador incorpora adaptación a la reclusión en su marco metodológico.","","","alto","Hernández-Sampieri (2018). Metodología.","2.0.0","2026-03-29"
"PSY-02365","Prisionización","Métodos de Investigación","Adopción de la cultura y normas del entorno carcelario","En metodología de investigación, adopción de la cultura y normas del entorno carcelario. Relevante para prisionización en métodos de investigación.","El investigador incorpora prisionización en su marco metodológico.","","","alto","Hernández-Sampieri (2018). Metodología.","2.0.0","2026-03-29"
"PSY-02366","Justicia terapéutica","Métodos de Investigación","Enfoque que examina el impacto terapéutico de las leyes y procesos legales","En metodología de investigación, enfoque que examina el impacto terapéutico de las leyes y procesos legales. Relevante para justicia terapéutica en métodos de investigación.","El investigador incorpora justicia terapéutica en su marco metodológico.","","","alto","Hernández-Sampieri (2018). Metodología.","2.0.0","2026-03-29"
"PSY-02367","Análisis de componentes principales","Psicometría y Métodos","Técnica de reducción dimensional que identifica ejes de máxima varianza","En psicometría, técnica de reducción dimensional que identifica ejes de máxima varianza. Relevante para análisis de componentes principales en psicometría y métodos.","Se aplica análisis de componentes principales para garantizar validez de las conclusiones.","","","alto","Muñiz (2018). Psicometría.","2.0.0","2026-03-29"
"PSY-02368","Análisis de correspondencias","Psicometría y Métodos","Técnica exploratoria para datos categóricos en tablas de contingencia","En psicometría, técnica exploratoria para datos categóricos en tablas de contingencia. Relevante para análisis de correspondencias en psicometría y métodos.","Se aplica análisis de correspondencias para garantizar validez de las conclusiones.","","","alto","Muñiz (2018). Psicometría.","2.0.0","2026-03-29"
"PSY-02369","Análisis discriminante","Psicometría y Métodos","Método para clasificar individuos en grupos según variables predictoras","En psicometría, método para clasificar individuos en grupos según variables predictoras. Relevante para análisis discriminante en psicometría y métodos.","Se aplica análisis discriminante para garantizar validez de las conclusiones.","","","alto","Muñiz (2018). Psicometría.","2.0.0","2026-03-29"
"PSY-02370","Análisis de regresión jerárquica","Psicometría y Métodos","Introducción secuencial de predictores para evaluar su contribución","En psicometría, introducción secuencial de predictores para evaluar su contribución. Relevante para análisis de regresión jerárquica en psicometría y métodos.","Se aplica análisis de regresión jerárquica para garantizar validez de las conclusiones.","","","alto","Muñiz (2018). Psicometría.","2.0.0","2026-03-29"
"PSY-02371","Modelado de ecuaciones estructurales exploratorio","Psicometría y Métodos","Combinación de análisis factorial y modelado causal sin restricciones a priori","En psicometría, combinación de análisis factorial y modelado causal sin restricciones a priori. Relevante para modelado de ecuaciones estructurales exploratorio en psicometría y métodos.","Se aplica modelado de ecuaciones estructurales exploratorio para garantizar validez de las conclusiones.","","","alto","Muñiz (2018). Psicometría.","2.0.0","2026-03-29"
"PSY-02372","Análisis de supervivencia en psicología","Psicometría y Métodos","Modelado del tiempo hasta un evento como recaída o abandono","En psicometría, modelado del tiempo hasta un evento como recaída o abandono. Relevante para análisis de supervivencia en psicología en psicometría y métodos.","Se aplica análisis de supervivencia en psicología para garantizar validez de las conclusiones.","","","alto","Muñiz (2018). Psicometría.","2.0.0","2026-03-29"
"PSY-02373","Modelado de crecimiento latente","Psicometría y Métodos","Análisis de trayectorias de cambio individual a lo largo del tiempo","En psicometría, análisis de trayectorias de cambio individual a lo largo del tiempo. Relevante para modelado de crecimiento latente en psicometría y métodos.","Se aplica modelado de crecimiento latente para garantizar validez de las conclusiones.","","","alto","Muñiz (2018). Psicometría.","2.0.0","2026-03-29"
"PSY-02374","Análisis de series temporales","Psicometría y Métodos","Estudio de datos secuenciales para identificar patrones y tendencias","En psicometría, estudio de datos secuenciales para identificar patrones y tendencias. Relevante para análisis de series temporales en psicometría y métodos.","Se aplica análisis de series temporales para garantizar validez de las conclusiones.","","","alto","Muñiz (2018). Psicometría.","2.0.0","2026-03-29"
"PSY-02375","Diseño de medidas repetidas","Psicometría y Métodos","Estudio donde los mismos participantes se evalúan en múltiples ocasiones","En psicometría, estudio donde los mismos participantes se evalúan en múltiples ocasiones. Relevante para diseño de medidas repetidas en psicometría y métodos.","Se aplica diseño de medidas repetidas para garantizar validez de las conclusiones.","","","alto","Muñiz (2018). Psicometría.","2.0.0","2026-03-29"
"PSY-02376","Diseño de línea base múltiple","Psicometría y Métodos","Diseño de caso único con inicio escalonado de la intervención","En psicometría, diseño de caso único con inicio escalonado de la intervención. Relevante para diseño de línea base múltiple en psicometría y métodos.","Se aplica diseño de línea base múltiple para garantizar validez de las conclusiones.","","","alto","Muñiz (2018). Psicometría.","2.0.0","2026-03-29"
"PSY-02377","Diseño de reversión ABAB","Psicometría y Métodos","Diseño de caso único que alterna fases de tratamiento y no tratamiento","En psicometría, diseño de caso único que alterna fases de tratamiento y no tratamiento. Relevante para diseño de reversión abab en psicometría y métodos.","Se aplica diseño de reversión abab para garantizar validez de las conclusiones.","","","alto","Muñiz (2018). Psicometría.","2.0.0","2026-03-29"
"PSY-02378","Muestreo de experiencias","Psicometría y Métodos","Evaluación repetida en tiempo real de estados psicológicos en la vida diaria","En psicometría, evaluación repetida en tiempo real de estados psicológicos en la vida diaria. Relevante para muestreo de experiencias en psicometría y métodos.","Se aplica muestreo de experiencias para garantizar validez de las conclusiones.","","","alto","Muñiz (2018). Psicometría.","2.0.0","2026-03-29"
"PSY-02379","Evaluación ecológica momentánea","Psicometría y Métodos","Medición de experiencias en su contexto natural mediante tecnología","En psicometría, medición de experiencias en su contexto natural mediante tecnología. Relevante para evaluación ecológica momentánea en psicometría y métodos.","Se aplica evaluación ecológica momentánea para garantizar validez de las conclusiones.","","","alto","Muñiz (2018). Psicometría.","2.0.0","2026-03-29"
"PSY-02380","Actigrafía","Psicometría y Métodos","Registro ambulatorio de la actividad motora como indicador de sueño y actividad","En psicometría, registro ambulatorio de la actividad motora como indicador de sueño y actividad. Relevante para actigrafía en psicometría y métodos.","Se aplica actigrafía para garantizar validez de las conclusiones.","","","alto","Muñiz (2018). Psicometría.","2.0.0","2026-03-29"
"PSY-02381","Análisis de redes complejas","Psicometría y Métodos","Modelado de relaciones entre variables como nodos y conexiones","En psicometría, modelado de relaciones entre variables como nodos y conexiones. Relevante para análisis de redes complejas en psicometría y métodos.","Se aplica análisis de redes complejas para garantizar validez de las conclusiones.","","","alto","Muñiz (2018). Psicometría.","2.0.0","2026-03-29"
"PSY-02382","Centralidad de una variable en red","Psicometría y Métodos","Importancia relativa de una variable dentro de un modelo de redes","En psicometría, importancia relativa de una variable dentro de un modelo de redes. Relevante para centralidad de una variable en red en psicometría y métodos.","Se aplica centralidad de una variable en red para garantizar validez de las conclusiones.","","","alto","Muñiz (2018). Psicometría.","2.0.0","2026-03-29"
"PSY-02383","Modelo de difusión de decisiones","Psicometría y Métodos","Marco que descompone las decisiones en velocidad de acumulación y sesgo","En psicometría, marco que descompone las decisiones en velocidad de acumulación y sesgo. Relevante para modelo de difusión de decisiones en psicometría y métodos.","Se aplica modelo de difusión de decisiones para garantizar validez de las conclusiones.","","","alto","Muñiz (2018). Psicometría.","2.0.0","2026-03-29"
"PSY-02384","Modelado computacional cognitivo","Psicometría y Métodos","Simulación formal de procesos cognitivos mediante modelos matemáticos","En psicometría, simulación formal de procesos cognitivos mediante modelos matemáticos. Relevante para modelado computacional cognitivo en psicometría y métodos.","Se aplica modelado computacional cognitivo para garantizar validez de las conclusiones.","","","alto","Muñiz (2018). Psicometría.","2.0.0","2026-03-29"
"PSY-02385","Procesamiento de señales EEG","Psicometría y Métodos","Técnicas de análisis de la señal electroencefalográfica","En psicometría, técnicas de análisis de la señal electroencefalográfica. Relevante para procesamiento de señales eeg en psicometría y métodos.","Se aplica procesamiento de señales eeg para garantizar validez de las conclusiones.","","","alto","Muñiz (2018). Psicometría.","2.0.0","2026-03-29"
"PSY-02386","Análisis de componentes independientes","Psicometría y Métodos","Separación de señales mixtas en fuentes independientes","En psicometría, separación de señales mixtas en fuentes independientes. Relevante para análisis de componentes independientes en psicometría y métodos.","Se aplica análisis de componentes independientes para garantizar validez de las conclusiones.","","","alto","Muñiz (2018). Psicometría.","2.0.0","2026-03-29"
"PSY-02387","Test adaptativo informatizado","Psicometría y Métodos","Evaluación que selecciona ítems según el nivel de habilidad estimado","En psicometría, evaluación que selecciona ítems según el nivel de habilidad estimado. Relevante para test adaptativo informatizado en psicometría y métodos.","Se aplica test adaptativo informatizado para garantizar validez de las conclusiones.","","","alto","Muñiz (2018). Psicometría.","2.0.0","2026-03-29"
"PSY-02388","Invarianza de medida","Psicometría y Métodos","Propiedad de un instrumento que mide igual en diferentes grupos","En psicometría, propiedad de un instrumento que mide igual en diferentes grupos. Relevante para invarianza de medida en psicometría y métodos.","Se aplica invarianza de medida para garantizar validez de las conclusiones.","","","alto","Muñiz (2018). Psicometría.","2.0.0","2026-03-29"
"PSY-02389","Modelo bifactor","Psicometría y Métodos","Modelo que combina un factor general con factores específicos","En psicometría, modelo que combina un factor general con factores específicos. Relevante para modelo bifactor en psicometría y métodos.","Se aplica modelo bifactor para garantizar validez de las conclusiones.","","","alto","Muñiz (2018). Psicometría.","2.0.0","2026-03-29"
"PSY-02390","Análisis de Bland-Altman","Psicometría y Métodos","Método para evaluar el acuerdo entre dos mediciones","En psicometría, método para evaluar el acuerdo entre dos mediciones. Relevante para análisis de bland-altman en psicometría y métodos.","Se aplica análisis de bland-altman para garantizar validez de las conclusiones.","","","alto","Muñiz (2018). Psicometría.","2.0.0","2026-03-29"
"PSY-02391","Coeficiente kappa de Cohen","Psicometría y Métodos","Medida de concordancia interjueces ajustada por azar","En psicometría, medida de concordancia interjueces ajustada por azar. Relevante para coeficiente kappa de cohen en psicometría y métodos.","Se aplica coeficiente kappa de cohen para garantizar validez de las conclusiones.","","","alto","Muñiz (2018). Psicometría.","2.0.0","2026-03-29"
"PSY-02392","Coeficiente de correlación intraclase","Psicometría y Métodos","Medida de fiabilidad para datos de evaluadores múltiples","En psicometría, medida de fiabilidad para datos de evaluadores múltiples. Relevante para coeficiente de correlación intraclase en psicometría y métodos.","Se aplica coeficiente de correlación intraclase para garantizar validez de las conclusiones.","","","alto","Muñiz (2018). Psicometría.","2.0.0","2026-03-29"
"PSY-02393","Imputación múltiple","Psicometría y Métodos","Técnica para manejar datos faltantes generando conjuntos completos","En psicometría, técnica para manejar datos faltantes generando conjuntos completos. Relevante para imputación múltiple en psicometría y métodos.","Se aplica imputación múltiple para garantizar validez de las conclusiones.","","","alto","Muñiz (2018). Psicometría.","2.0.0","2026-03-29"
"PSY-02394","Sesgo de selección muestral","Psicometría y Métodos","Distorsión por la no representatividad de la muestra","En psicometría, distorsión por la no representatividad de la muestra. Relevante para sesgo de selección muestral en psicometría y métodos.","Se aplica sesgo de selección muestral para garantizar validez de las conclusiones.","","","alto","Muñiz (2018). Psicometría.","2.0.0","2026-03-29"
"PSY-02395","Validación cruzada","Psicometría y Métodos","Técnica para evaluar la generalización de un modelo a datos nuevos","En psicometría, técnica para evaluar la generalización de un modelo a datos nuevos. Relevante para validación cruzada en psicometría y métodos.","Se aplica validación cruzada para garantizar validez de las conclusiones.","","","alto","Muñiz (2018). Psicometría.","2.0.0","2026-03-29"
